Country,Pollutant,Year,Unit,Value
Germany,Greenhouse gases,1992,Kilograms per capita,14.22
Germany,Greenhouse gases,1993,Kilograms per capita,14.016
Germany,Greenhouse gases,1994,Kilograms per capita,13.749
Germany,Greenhouse gases,1995,Kilograms per capita,13.655
Germany,Greenhouse gases,1996,Kilograms per capita,13.836
Germany,Greenhouse gases,1997,Kilograms per capita,13.39
Germany,Greenhouse gases,1998,Kilograms per capita,13.08
Germany,Greenhouse gases,1999,Kilograms per capita,12.658
Germany,Greenhouse gases,2000,Kilograms per capita,12.613
Germany,Greenhouse gases,2001,Kilograms per capita,12.787
Germany,Greenhouse gases,2002,Kilograms per capita,12.507
Germany,Greenhouse gases,2003,Kilograms per capita,12.463
Germany,Greenhouse gases,2004,Kilograms per capita,12.261
Germany,Greenhouse gases,2005,Kilograms per capita,11.965
Germany,Greenhouse gases,2006,Kilograms per capita,12.063
Germany,Greenhouse gases,2007,Kilograms per capita,11.767
Germany,Greenhouse gases,2008,Kilograms per capita,11.8
Germany,Greenhouse gases,2009,Kilograms per capita,11.022
Germany,Greenhouse gases,2010,Kilograms per capita,11.443
Germany,Greenhouse gases,2011,Kilograms per capita,11.352
Germany,Greenhouse gases,2012,Kilograms per capita,11.401
Germany,Greenhouse gases,2013,Kilograms per capita,11.581
Germany,Greenhouse gases,2014,Kilograms per capita,11.045
Germany,Greenhouse gases,2015,Kilograms per capita,10.993
Germany,Greenhouse gases,2016,Kilograms per capita,10.947
Germany,Greenhouse gases,2017,Kilograms per capita,10.716
Germany,Greenhouse gases,2018,Kilograms per capita,10.259
Germany,Greenhouse gases,2019,Kilograms per capita,9.625
Germany,Greenhouse gases,2020,Kilograms per capita,8.763
Germany,Carbon dioxide,1990,Tonnes of CO2 equivalent,1051979.103
Germany,Carbon dioxide,1991,Tonnes of CO2 equivalent,1013824.095
Germany,Carbon dioxide,1992,Tonnes of CO2 equivalent,965541.817
Germany,Carbon dioxide,1993,Tonnes of CO2 equivalent,955819.934
Germany,Carbon dioxide,1994,Tonnes of CO2 equivalent,939492.314
Germany,Carbon dioxide,1995,Tonnes of CO2 equivalent,938613.565
Germany,Carbon dioxide,1996,Tonnes of CO2 equivalent,958700.377
Germany,Carbon dioxide,1997,Tonnes of CO2 equivalent,930870.087
Germany,Carbon dioxide,1998,Tonnes of CO2 equivalent,922812.222
Germany,Carbon dioxide,1999,Tonnes of CO2 equivalent,895352.121
Germany,Carbon dioxide,2000,Tonnes of CO2 equivalent,899351.824
Germany,Carbon dioxide,2001,Tonnes of CO2 equivalent,916144.477
Germany,Carbon dioxide,2002,Tonnes of CO2 equivalent,899449.765
Germany,Carbon dioxide,2003,Tonnes of CO2 equivalent,900627.666
Germany,Carbon dioxide,2004,Tonnes of CO2 equivalent,886637.162
Germany,Carbon dioxide,2005,Tonnes of CO2 equivalent,866302.77
Germany,Carbon dioxide,2006,Tonnes of CO2 equivalent,877938.802
Germany,Carbon dioxide,2007,Tonnes of CO2 equivalent,851222.968
Germany,Carbon dioxide,2008,Tonnes of CO2 equivalent,854508.174
Germany,Carbon dioxide,2009,Tonnes of CO2 equivalent,789899.98
Germany,Carbon dioxide,2010,Tonnes of CO2 equivalent,832540.983
Germany,Carbon dioxide,2011,Tonnes of CO2 equivalent,808911.525
Germany,Carbon dioxide,2012,Tonnes of CO2 equivalent,813693.048
Germany,Carbon dioxide,2013,Tonnes of CO2 equivalent,831207.653
Germany,Carbon dioxide,2014,Tonnes of CO2 equivalent,792255.427
Germany,Carbon dioxide,2015,Tonnes of CO2 equivalent,795556.57
Germany,Carbon dioxide,2016,Tonnes of CO2 equivalent,800339.834
Germany,Carbon dioxide,2017,Tonnes of CO2 equivalent,785616.471
Germany,Carbon dioxide,2018,Tonnes of CO2 equivalent,754408.432
Germany,Carbon dioxide,2019,Tonnes of CO2 equivalent,707149.948
Germany,Carbon dioxide,2020,Tonnes of CO2 equivalent,639381.013
Germany,Methane,1990,Tonnes of CO2 equivalent,118555.322
Germany,Methane,1991,Tonnes of CO2 equivalent,112964.721
Germany,Methane,1992,Tonnes of CO2 equivalent,109571.464
Germany,Methane,1993,Tonnes of CO2 equivalent,110368.431
Germany,Methane,1994,Tonnes of CO2 equivalent,106615.128
Germany,Methane,1995,Tonnes of CO2 equivalent,104349.855
Germany,Methane,1996,Tonnes of CO2 equivalent,101811.805
Germany,Methane,1997,Tonnes of CO2 equivalent,97432.918
Germany,Methane,1998,Tonnes of CO2 equivalent,92585.241
Germany,Methane,1999,Tonnes of CO2 equivalent,91717.244
Germany,Methane,2000,Tonnes of CO2 equivalent,87798.422
Germany,Methane,2001,Tonnes of CO2 equivalent,84298.253
Germany,Methane,2002,Tonnes of CO2 equivalent,80304.866
Germany,Methane,2003,Tonnes of CO2 equivalent,76953.57
Germany,Methane,2004,Tonnes of CO2 equivalent,71989.248
Germany,Methane,2005,Tonnes of CO2 equivalent,68701.212
Germany,Methane,2006,Tonnes of CO2 equivalent,64913.748
Germany,Methane,2007,Tonnes of CO2 equivalent,62899.195
Germany,Methane,2008,Tonnes of CO2 equivalent,61777.043
Germany,Methane,2009,Tonnes of CO2 equivalent,59335.454
Germany,Methane,2010,Tonnes of CO2 equivalent,58139.516
Germany,Methane,2011,Tonnes of CO2 equivalent,57051.238
Germany,Methane,2012,Tonnes of CO2 equivalent,57597.405
Germany,Methane,2013,Tonnes of CO2 equivalent,56966.249
Germany,Methane,2014,Tonnes of CO2 equivalent,55847.307
Germany,Methane,2015,Tonnes of CO2 equivalent,55626.715
Germany,Methane,2016,Tonnes of CO2 equivalent,54366.222
Germany,Methane,2017,Tonnes of CO2 equivalent,53797.604
Germany,Methane,2018,Tonnes of CO2 equivalent,52006.9
Germany,Methane,2019,Tonnes of CO2 equivalent,49944.05
Germany,Methane,2020,Tonnes of CO2 equivalent,49015.342
Germany,Nitrous oxide,1990,Tonnes of CO2 equivalent,57989.377
Germany,Nitrous oxide,1991,Tonnes of CO2 equivalent,56342.412
Germany,Nitrous oxide,1992,Tonnes of CO2 equivalent,58034.287
Germany,Nitrous oxide,1993,Tonnes of CO2 equivalent,55169.195
Germany,Nitrous oxide,1994,Tonnes of CO2 equivalent,57078.647
Germany,Nitrous oxide,1995,Tonnes of CO2 equivalent,55250.38
Germany,Nitrous oxide,1996,Tonnes of CO2 equivalent,56761.691
Germany,Nitrous oxide,1997,Tonnes of CO2 equivalent,53826.51
Germany,Nitrous oxide,1998,Tonnes of CO2 equivalent,40977.695
Germany,Nitrous oxide,1999,Tonnes of CO2 equivalent,37053.525
Germany,Nitrous oxide,2000,Tonnes of CO2 equivalent,36482.69
Germany,Nitrous oxide,2001,Tonnes of CO2 equivalent,38529.724
Germany,Nitrous oxide,2002,Tonnes of CO2 equivalent,37767.337
Germany,Nitrous oxide,2003,Tonnes of CO2 equivalent,37496.39
Germany,Nitrous oxide,2004,Tonnes of CO2 equivalent,39154.2
Germany,Nitrous oxide,2005,Tonnes of CO2 equivalent,37521.882
Germany,Nitrous oxide,2006,Tonnes of CO2 equivalent,36769.149
Germany,Nitrous oxide,2007,Tonnes of CO2 equivalent,39708.591
Germany,Nitrous oxide,2008,Tonnes of CO2 equivalent,38418.21
Germany,Nitrous oxide,2009,Tonnes of CO2 equivalent,38817.174
Germany,Nitrous oxide,2010,Tonnes of CO2 equivalent,30841.378
Germany,Nitrous oxide,2011,Tonnes of CO2 equivalent,30854.964
Germany,Nitrous oxide,2012,Tonnes of CO2 equivalent,31001.076
Germany,Nitrous oxide,2013,Tonnes of CO2 equivalent,31171.676
Germany,Nitrous oxide,2014,Tonnes of CO2 equivalent,31704.689
Germany,Nitrous oxide,2015,Tonnes of CO2 equivalent,31654.874
Germany,Nitrous oxide,2016,Tonnes of CO2 equivalent,31521.138
Germany,Nitrous oxide,2017,Tonnes of CO2 equivalent,31027.724
Germany,Nitrous oxide,2018,Tonnes of CO2 equivalent,29715.792
Germany,Nitrous oxide,2019,Tonnes of CO2 equivalent,28948.458
Germany,Nitrous oxide,2020,Tonnes of CO2 equivalent,28182.137
Germany,Hydrofluorocarbons,1990,Tonnes of CO2 equivalent,50.32
Germany,Hydrofluorocarbons,1991,Tonnes of CO2 equivalent,45.922
Germany,Hydrofluorocarbons,1992,Tonnes of CO2 equivalent,287.564
Germany,Hydrofluorocarbons,1993,Tonnes of CO2 equivalent,2495.767
Germany,Hydrofluorocarbons,1994,Tonnes of CO2 equivalent,2687.863
Germany,Hydrofluorocarbons,1995,Tonnes of CO2 equivalent,2614.283
Germany,Hydrofluorocarbons,1996,Tonnes of CO2 equivalent,3407.62
Germany,Hydrofluorocarbons,1997,Tonnes of CO2 equivalent,4157.373
Germany,Hydrofluorocarbons,1998,Tonnes of CO2 equivalent,4868.842
Germany,Hydrofluorocarbons,1999,Tonnes of CO2 equivalent,5200.825
Germany,Hydrofluorocarbons,2000,Tonnes of CO2 equivalent,6031.991
Germany,Hydrofluorocarbons,2001,Tonnes of CO2 equivalent,7456.575
Germany,Hydrofluorocarbons,2002,Tonnes of CO2 equivalent,8093.33
Germany,Hydrofluorocarbons,2003,Tonnes of CO2 equivalent,8303.515
Germany,Hydrofluorocarbons,2004,Tonnes of CO2 equivalent,8754.562
Germany,Hydrofluorocarbons,2005,Tonnes of CO2 equivalent,9009.548
Germany,Hydrofluorocarbons,2006,Tonnes of CO2 equivalent,9378.638
Germany,Hydrofluorocarbons,2007,Tonnes of CO2 equivalent,9821.374
Germany,Hydrofluorocarbons,2008,Tonnes of CO2 equivalent,9768.52
Germany,Hydrofluorocarbons,2009,Tonnes of CO2 equivalent,10031.146
Germany,Hydrofluorocarbons,2010,Tonnes of CO2 equivalent,10338.941
Germany,Hydrofluorocarbons,2011,Tonnes of CO2 equivalent,10785.23
Germany,Hydrofluorocarbons,2012,Tonnes of CO2 equivalent,10966.737
Germany,Hydrofluorocarbons,2013,Tonnes of CO2 equivalent,10958.554
Germany,Hydrofluorocarbons,2014,Tonnes of CO2 equivalent,11112.824
Germany,Hydrofluorocarbons,2015,Tonnes of CO2 equivalent,11367.603
Germany,Hydrofluorocarbons,2016,Tonnes of CO2 equivalent,11311.331
Germany,Hydrofluorocarbons,2017,Tonnes of CO2 equivalent,11046.594
Germany,Hydrofluorocarbons,2018,Tonnes of CO2 equivalent,10050.164
Germany,Hydrofluorocarbons,2019,Tonnes of CO2 equivalent,9324.528
Germany,Hydrofluorocarbons,2020,Tonnes of CO2 equivalent,8792.421
Germany,Perfluorocarbons,1990,Tonnes of CO2 equivalent,3060.232
Germany,Perfluorocarbons,1991,Tonnes of CO2 equivalent,2654.624
Germany,Perfluorocarbons,1992,Tonnes of CO2 equivalent,2407.119
Germany,Perfluorocarbons,1993,Tonnes of CO2 equivalent,2256.39
Germany,Perfluorocarbons,1994,Tonnes of CO2 equivalent,1918.776
Germany,Perfluorocarbons,1995,Tonnes of CO2 equivalent,2085.721
Germany,Perfluorocarbons,1996,Tonnes of CO2 equivalent,2041.187
Germany,Perfluorocarbons,1997,Tonnes of CO2 equivalent,1653.484
Germany,Perfluorocarbons,1998,Tonnes of CO2 equivalent,1781.791
Germany,Perfluorocarbons,1999,Tonnes of CO2 equivalent,1484.769
Germany,Perfluorocarbons,2000,Tonnes of CO2 equivalent,956.325
Germany,Perfluorocarbons,2001,Tonnes of CO2 equivalent,869.601
Germany,Perfluorocarbons,2002,Tonnes of CO2 equivalent,945.648
Germany,Perfluorocarbons,2003,Tonnes of CO2 equivalent,1015.53
Germany,Perfluorocarbons,2004,Tonnes of CO2 equivalent,977.4
Germany,Perfluorocarbons,2005,Tonnes of CO2 equivalent,836.769
Germany,Perfluorocarbons,2006,Tonnes of CO2 equivalent,668.468
Germany,Perfluorocarbons,2007,Tonnes of CO2 equivalent,587.337
Germany,Perfluorocarbons,2008,Tonnes of CO2 equivalent,566
Germany,Perfluorocarbons,2009,Tonnes of CO2 equivalent,405.898
Germany,Perfluorocarbons,2010,Tonnes of CO2 equivalent,345.375
Germany,Perfluorocarbons,2011,Tonnes of CO2 equivalent,278.513
Germany,Perfluorocarbons,2012,Tonnes of CO2 equivalent,242.195
Germany,Perfluorocarbons,2013,Tonnes of CO2 equivalent,256.944
Germany,Perfluorocarbons,2014,Tonnes of CO2 equivalent,234.335
Germany,Perfluorocarbons,2015,Tonnes of CO2 equivalent,244.183
Germany,Perfluorocarbons,2016,Tonnes of CO2 equivalent,252.127
Germany,Perfluorocarbons,2017,Tonnes of CO2 equivalent,257.157
Germany,Perfluorocarbons,2018,Tonnes of CO2 equivalent,289.594
Germany,Perfluorocarbons,2019,Tonnes of CO2 equivalent,231.877
Germany,Perfluorocarbons,2020,Tonnes of CO2 equivalent,207.252
Germany,Sulphur hexafluoride,1990,Tonnes of CO2 equivalent,4427.998
Germany,Sulphur hexafluoride,1991,Tonnes of CO2 equivalent,4745.879
Germany,Sulphur hexafluoride,1992,Tonnes of CO2 equivalent,5237.807
Germany,Sulphur hexafluoride,1993,Tonnes of CO2 equivalent,5973.591
Germany,Sulphur hexafluoride,1994,Tonnes of CO2 equivalent,6249.228
Germany,Sulphur hexafluoride,1995,Tonnes of CO2 equivalent,6467.15
Germany,Sulphur hexafluoride,1996,Tonnes of CO2 equivalent,6162.493
Germany,Sulphur hexafluoride,1997,Tonnes of CO2 equivalent,6108.844
Germany,Sulphur hexafluoride,1998,Tonnes of CO2 equivalent,5888.915
Germany,Sulphur hexafluoride,1999,Tonnes of CO2 equivalent,4289.752
Germany,Sulphur hexafluoride,2000,Tonnes of CO2 equivalent,4072.498
Germany,Sulphur hexafluoride,2001,Tonnes of CO2 equivalent,3751.779
Germany,Sulphur hexafluoride,2002,Tonnes of CO2 equivalent,3082.252
Germany,Sulphur hexafluoride,2003,Tonnes of CO2 equivalent,3013.41
Germany,Sulphur hexafluoride,2004,Tonnes of CO2 equivalent,3241.043
Germany,Sulphur hexafluoride,2005,Tonnes of CO2 equivalent,3252.037
Germany,Sulphur hexafluoride,2006,Tonnes of CO2 equivalent,3200.643
Germany,Sulphur hexafluoride,2007,Tonnes of CO2 equivalent,3089.621
Germany,Sulphur hexafluoride,2008,Tonnes of CO2 equivalent,2942.667
Germany,Sulphur hexafluoride,2009,Tonnes of CO2 equivalent,2942.522
Germany,Sulphur hexafluoride,2010,Tonnes of CO2 equivalent,3002.479
Germany,Sulphur hexafluoride,2011,Tonnes of CO2 equivalent,3035.331
Germany,Sulphur hexafluoride,2012,Tonnes of CO2 equivalent,3082.588
Germany,Sulphur hexafluoride,2013,Tonnes of CO2 equivalent,3122.346
Germany,Sulphur hexafluoride,2014,Tonnes of CO2 equivalent,3066.148
Germany,Sulphur hexafluoride,2015,Tonnes of CO2 equivalent,3246.743
Germany,Sulphur hexafluoride,2016,Tonnes of CO2 equivalent,3457.206
Germany,Sulphur hexafluoride,2017,Tonnes of CO2 equivalent,3759.573
Germany,Sulphur hexafluoride,2018,Tonnes of CO2 equivalent,3870.614
Germany,Sulphur hexafluoride,2019,Tonnes of CO2 equivalent,3919.33
Germany,Sulphur hexafluoride,2020,Tonnes of CO2 equivalent,3008.028
Greece,Greenhouse gases,1990,Tonnes of CO2 equivalent,103450.64
Greece,Greenhouse gases,1991,Tonnes of CO2 equivalent,103503.178
Greece,Greenhouse gases,1992,Tonnes of CO2 equivalent,104711.349
Greece,Greenhouse gases,1993,Tonnes of CO2 equivalent,104318.91
Greece,Greenhouse gases,1994,Tonnes of CO2 equivalent,107040.733
Greece,Greenhouse gases,1995,Tonnes of CO2 equivalent,109399.06
Greece,Greenhouse gases,1996,Tonnes of CO2 equivalent,112533.541
Greece,Greenhouse gases,1997,Tonnes of CO2 equivalent,117432.533
Greece,Greenhouse gases,1998,Tonnes of CO2 equivalent,123012.638
Greece,Greenhouse gases,1999,Tonnes of CO2 equivalent,123144.351
Greece,Greenhouse gases,2000,Tonnes of CO2 equivalent,126532.372
Greece,Greenhouse gases,2001,Tonnes of CO2 equivalent,127576.188
Greece,Greenhouse gases,2002,Tonnes of CO2 equivalent,127561.939
Greece,Greenhouse gases,2003,Tonnes of CO2 equivalent,131303.762
Greece,Greenhouse gases,2004,Tonnes of CO2 equivalent,131947.819
Greece,Greenhouse gases,2005,Tonnes of CO2 equivalent,136414.345
Greece,Greenhouse gases,2006,Tonnes of CO2 equivalent,132494.194
Greece,Greenhouse gases,2007,Tonnes of CO2 equivalent,135149.152
Greece,Greenhouse gases,2008,Tonnes of CO2 equivalent,131795.741
Greece,Greenhouse gases,2009,Tonnes of CO2 equivalent,124587.314
Greece,Greenhouse gases,2010,Tonnes of CO2 equivalent,118511.007
Greece,Greenhouse gases,2011,Tonnes of CO2 equivalent,115528.991
Greece,Greenhouse gases,2012,Tonnes of CO2 equivalent,112271.631
Greece,Greenhouse gases,2013,Tonnes of CO2 equivalent,102661.381
Greece,Greenhouse gases,2014,Tonnes of CO2 equivalent,99256.791
Greece,Greenhouse gases,2015,Tonnes of CO2 equivalent,95424.483
Greece,Greenhouse gases,2016,Tonnes of CO2 equivalent,91808.762
Greece,Greenhouse gases,2017,Tonnes of CO2 equivalent,95593.701
Greece,Greenhouse gases,2018,Tonnes of CO2 equivalent,92316.962
Greece,Greenhouse gases,2019,Tonnes of CO2 equivalent,85603.938
Greece,Greenhouse gases,2020,Tonnes of CO2 equivalent,74835.612
Greece,Greenhouse gases,1990,Index,100
Greece,Greenhouse gases,1991,Index,100.051
Greece,Greenhouse gases,1992,Index,101.219
Greece,Greenhouse gases,1993,Index,100.839
Greece,Greenhouse gases,1994,Index,103.47
Greece,Greenhouse gases,1995,Index,105.75
Greece,Greenhouse gases,1996,Index,108.78
Greece,Greenhouse gases,1997,Index,113.516
Greece,Greenhouse gases,1998,Index,118.909
Greece,Greenhouse gases,1999,Index,119.037
Greece,Greenhouse gases,2000,Index,122.312
Greece,Greenhouse gases,2001,Index,123.321
Greece,Greenhouse gases,2002,Index,123.307
Greece,Greenhouse gases,2003,Index,126.924
Greece,Greenhouse gases,2004,Index,127.547
Greece,Greenhouse gases,2005,Index,131.864
Greece,Greenhouse gases,2006,Index,128.075
Greece,Greenhouse gases,2007,Index,130.641
Greece,Greenhouse gases,2008,Index,127.4
Greece,Greenhouse gases,2009,Index,120.432
Greece,Greenhouse gases,2010,Index,114.558
Greece,Greenhouse gases,2011,Index,111.675
Greece,Greenhouse gases,2012,Index,108.527
Greece,Greenhouse gases,2013,Index,99.237
Greece,Greenhouse gases,2014,Index,95.946
Greece,Greenhouse gases,2015,Index,92.242
Greece,Greenhouse gases,2016,Index,88.746
Greece,Greenhouse gases,2017,Index,92.405
Greece,Greenhouse gases,2018,Index,89.238
Greece,Greenhouse gases,2019,Index,82.749
Greece,Greenhouse gases,2020,Index,72.339
Greece,Greenhouse gases,1990,Kilograms per capita,10.145
Greece,Greenhouse gases,1991,Kilograms per capita,10.029
Greece,Greenhouse gases,1992,Kilograms per capita,10.069
Greece,Greenhouse gases,1993,Kilograms per capita,9.973
Greece,Greenhouse gases,1994,Kilograms per capita,10.182
Greece,Greenhouse gases,1995,Kilograms per capita,10.358
Greece,Greenhouse gases,1996,Kilograms per capita,10.608
Greece,Greenhouse gases,1997,Kilograms per capita,11.015
Greece,Greenhouse gases,1998,Kilograms per capita,11.475
Greece,Greenhouse gases,1999,Kilograms per capita,11.443
Greece,Greenhouse gases,2000,Kilograms per capita,11.71
Greece,Greenhouse gases,2001,Kilograms per capita,11.745
Greece,Greenhouse gases,2002,Kilograms per capita,11.701
Greece,Greenhouse gases,2003,Kilograms per capita,12.015
Greece,Greenhouse gases,2004,Kilograms per capita,12.044
Greece,Greenhouse gases,2005,Kilograms per capita,12.416
Greece,Greenhouse gases,2006,Kilograms per capita,12.023
Greece,Greenhouse gases,2007,Kilograms per capita,12.232
Greece,Greenhouse gases,2008,Kilograms per capita,11.897
Greece,Greenhouse gases,2009,Kilograms per capita,11.217
Greece,Greenhouse gases,2010,Kilograms per capita,10.656
Greece,Greenhouse gases,2011,Kilograms per capita,10.403
Greece,Greenhouse gases,2012,Kilograms per capita,10.165
Greece,Greenhouse gases,2013,Kilograms per capita,9.362
Greece,Greenhouse gases,2014,Kilograms per capita,9.112
Greece,Greenhouse gases,2015,Kilograms per capita,8.819
Greece,Greenhouse gases,2016,Kilograms per capita,8.52
Greece,Greenhouse gases,2017,Kilograms per capita,8.889
Greece,Greenhouse gases,2018,Kilograms per capita,8.601
Greece,Greenhouse gases,2019,Kilograms per capita,7.984
Greece,Greenhouse gases,2020,Kilograms per capita,6.989
Greece,Carbon dioxide,1990,Tonnes of CO2 equivalent,83438.04
Greece,Carbon dioxide,1991,Tonnes of CO2 equivalent,83407.498
Greece,Carbon dioxide,1992,Tonnes of CO2 equivalent,84975.654
Greece,Carbon dioxide,1993,Tonnes of CO2 equivalent,84284.958
Greece,Carbon dioxide,1994,Tonnes of CO2 equivalent,86430.258
Greece,Carbon dioxide,1995,Tonnes of CO2 equivalent,86963.204
Greece,Carbon dioxide,1996,Tonnes of CO2 equivalent,89114.955
Greece,Carbon dioxide,1997,Tonnes of CO2 equivalent,93801.558
Greece,Carbon dioxide,1998,Tonnes of CO2 equivalent,98621.793
Greece,Carbon dioxide,1999,Tonnes of CO2 equivalent,97934.815
Greece,Carbon dioxide,2000,Tonnes of CO2 equivalent,102973.167
Greece,Carbon dioxide,2001,Tonnes of CO2 equivalent,105361.862
Greece,Carbon dioxide,2002,Tonnes of CO2 equivalent,105000.51
Greece,Carbon dioxide,2003,Tonnes of CO2 equivalent,109066.728
Greece,Carbon dioxide,2004,Tonnes of CO2 equivalent,109485.277
Greece,Carbon dioxide,2005,Tonnes of CO2 equivalent,113888.965
Greece,Carbon dioxide,2006,Tonnes of CO2 equivalent,112419.545
Greece,Carbon dioxide,2007,Tonnes of CO2 equivalent,114545.692
Greece,Carbon dioxide,2008,Tonnes of CO2 equivalent,111080.374
Greece,Carbon dioxide,2009,Tonnes of CO2 equivalent,104319.843
Greece,Carbon dioxide,2010,Tonnes of CO2 equivalent,97354.15
Greece,Carbon dioxide,2011,Tonnes of CO2 equivalent,94505.232
Greece,Carbon dioxide,2012,Tonnes of CO2 equivalent,91392.589
Greece,Carbon dioxide,2013,Tonnes of CO2 equivalent,81713.26
Greece,Carbon dioxide,2014,Tonnes of CO2 equivalent,78639.618
Greece,Carbon dioxide,2015,Tonnes of CO2 equivalent,74927.631
Greece,Carbon dioxide,2016,Tonnes of CO2 equivalent,71364.164
Greece,Carbon dioxide,2017,Tonnes of CO2 equivalent,74845.05
Greece,Carbon dioxide,2018,Tonnes of CO2 equivalent,71781.99
Greece,Carbon dioxide,2019,Tonnes of CO2 equivalent,65756.232
Greece,Carbon dioxide,2020,Tonnes of CO2 equivalent,55610.277
Greece,Methane,1990,Tonnes of CO2 equivalent,11155.52
Greece,Methane,1991,Tonnes of CO2 equivalent,11157.208
Greece,Methane,1992,Tonnes of CO2 equivalent,11216.103
Greece,Methane,1993,Tonnes of CO2 equivalent,11259.721
Greece,Methane,1994,Tonnes of CO2 equivalent,11330.487
Greece,Methane,1995,Tonnes of CO2 equivalent,11506.951
Greece,Methane,1996,Tonnes of CO2 equivalent,11666.702
Greece,Methane,1997,Tonnes of CO2 equivalent,11620.867
Greece,Methane,1998,Tonnes of CO2 equivalent,11831.332
Greece,Methane,1999,Tonnes of CO2 equivalent,11794.956
Greece,Methane,2000,Tonnes of CO2 equivalent,11802.441
Greece,Methane,2001,Tonnes of CO2 equivalent,11112.977
Greece,Methane,2002,Tonnes of CO2 equivalent,11196.472
Greece,Methane,2003,Tonnes of CO2 equivalent,11297.325
Greece,Methane,2004,Tonnes of CO2 equivalent,11324.738
Greece,Methane,2005,Tonnes of CO2 equivalent,11407.332
Greece,Methane,2006,Tonnes of CO2 equivalent,11482.283
Greece,Methane,2007,Tonnes of CO2 equivalent,11362.415
Greece,Methane,2008,Tonnes of CO2 equivalent,11241.698
Greece,Methane,2009,Tonnes of CO2 equivalent,10864.034
Greece,Methane,2010,Tonnes of CO2 equivalent,11082.194
Greece,Methane,2011,Tonnes of CO2 equivalent,10936.969
Greece,Methane,2012,Tonnes of CO2 equivalent,10776.023
Greece,Methane,2013,Tonnes of CO2 equivalent,10533.54
Greece,Methane,2014,Tonnes of CO2 equivalent,10340.349
Greece,Methane,2015,Tonnes of CO2 equivalent,10145.944
Greece,Methane,2016,Tonnes of CO2 equivalent,9797.524
Greece,Methane,2017,Tonnes of CO2 equivalent,10096.52
Greece,Methane,2018,Tonnes of CO2 equivalent,10217.075
Greece,Methane,2019,Tonnes of CO2 equivalent,9991.411
Greece,Methane,2020,Tonnes of CO2 equivalent,9685.198
Greece,Nitrous oxide,1990,Tonnes of CO2 equivalent,7481.076
Greece,Nitrous oxide,1991,Tonnes of CO2 equivalent,7344.182
Greece,Nitrous oxide,1992,Tonnes of CO2 equivalent,7179.668
Greece,Nitrous oxide,1993,Tonnes of CO2 equivalent,6625.654
Greece,Nitrous oxide,1994,Tonnes of CO2 equivalent,6494.277
Greece,Nitrous oxide,1995,Tonnes of CO2 equivalent,6705.256
Greece,Nitrous oxide,1996,Tonnes of CO2 equivalent,6874.479
Greece,Nitrous oxide,1997,Tonnes of CO2 equivalent,6714.426
Greece,Nitrous oxide,1998,Tonnes of CO2 equivalent,6632.919
Greece,Nitrous oxide,1999,Tonnes of CO2 equivalent,6584.448
Greece,Nitrous oxide,2000,Tonnes of CO2 equivalent,6368.834
Greece,Nitrous oxide,2001,Tonnes of CO2 equivalent,6231.851
Greece,Nitrous oxide,2002,Tonnes of CO2 equivalent,6182.278
Greece,Nitrous oxide,2003,Tonnes of CO2 equivalent,6112.726
Greece,Nitrous oxide,2004,Tonnes of CO2 equivalent,6117.416
Greece,Nitrous oxide,2005,Tonnes of CO2 equivalent,5942.354
Greece,Nitrous oxide,2006,Tonnes of CO2 equivalent,5773.549
Greece,Nitrous oxide,2007,Tonnes of CO2 equivalent,5881.907
Greece,Nitrous oxide,2008,Tonnes of CO2 equivalent,5635.188
Greece,Nitrous oxide,2009,Tonnes of CO2 equivalent,5271.061
Greece,Nitrous oxide,2010,Tonnes of CO2 equivalent,5471.601
Greece,Nitrous oxide,2011,Tonnes of CO2 equivalent,5223.909
Greece,Nitrous oxide,2012,Tonnes of CO2 equivalent,4796.837
Greece,Nitrous oxide,2013,Tonnes of CO2 equivalent,4496.354
Greece,Nitrous oxide,2014,Tonnes of CO2 equivalent,4294.702
Greece,Nitrous oxide,2015,Tonnes of CO2 equivalent,4226.87
Greece,Nitrous oxide,2016,Tonnes of CO2 equivalent,4282.936
Greece,Nitrous oxide,2017,Tonnes of CO2 equivalent,4343.591
Greece,Nitrous oxide,2018,Tonnes of CO2 equivalent,4260.64
Greece,Nitrous oxide,2019,Tonnes of CO2 equivalent,4249.709
Greece,Nitrous oxide,2020,Tonnes of CO2 equivalent,4264.371
Greece,Hydrofluorocarbons,1990,Tonnes of CO2 equivalent,1182.816
Greece,Hydrofluorocarbons,1991,Tonnes of CO2 equivalent,1400.08
Greece,Hydrofluorocarbons,1992,Tonnes of CO2 equivalent,1149.072
Greece,Hydrofluorocarbons,1993,Tonnes of CO2 equivalent,2032.439
Greece,Hydrofluorocarbons,1994,Tonnes of CO2 equivalent,2712.112
Greece,Hydrofluorocarbons,1995,Tonnes of CO2 equivalent,4157.376
Greece,Hydrofluorocarbons,1996,Tonnes of CO2 equivalent,4820.165
Greece,Hydrofluorocarbons,1997,Tonnes of CO2 equivalent,5166.488
Greece,Hydrofluorocarbons,1998,Tonnes of CO2 equivalent,5767.514
Greece,Hydrofluorocarbons,1999,Tonnes of CO2 equivalent,6721.13
Greece,Hydrofluorocarbons,2000,Tonnes of CO2 equivalent,5261.862
Greece,Hydrofluorocarbons,2001,Tonnes of CO2 equivalent,4781.518
