Country,Pollutant,Year,Unit,Value
Australia,Greenhouse gases,1990,Tonnes of CO2 equivalent,425624.307
Australia,Greenhouse gases,1991,Tonnes of CO2 equivalent,425686.445
Australia,Greenhouse gases,1992,Tonnes of CO2 equivalent,429473.085
Australia,Greenhouse gases,1993,Tonnes of CO2 equivalent,430381.731
Australia,Greenhouse gases,1994,Tonnes of CO2 equivalent,430848.498
Australia,Greenhouse gases,1995,Tonnes of CO2 equivalent,439269.878
Australia,Greenhouse gases,1996,Tonnes of CO2 equivalent,445847.225
Australia,Greenhouse gases,1997,Tonnes of CO2 equivalent,457864.51
Australia,Greenhouse gases,1998,Tonnes of CO2 equivalent,472145.832
Australia,Greenhouse gases,1999,Tonnes of CO2 equivalent,478136.875
Australia,Greenhouse gases,2000,Tonnes of CO2 equivalent,489528.649
Australia,Greenhouse gases,2001,Tonnes of CO2 equivalent,497352.025
Australia,Greenhouse gases,2002,Tonnes of CO2 equivalent,501000.843
Australia,Greenhouse gases,2003,Tonnes of CO2 equivalent,501128.976
Australia,Greenhouse gases,2004,Tonnes of CO2 equivalent,518408.438
Australia,Greenhouse gases,2005,Tonnes of CO2 equivalent,524811.845
Australia,Greenhouse gases,2006,Tonnes of CO2 equivalent,529240.641
Australia,Greenhouse gases,2007,Tonnes of CO2 equivalent,535807.552
Australia,Greenhouse gases,2008,Tonnes of CO2 equivalent,538590.714
Australia,Greenhouse gases,2009,Tonnes of CO2 equivalent,541475.792
Australia,Greenhouse gases,2010,Tonnes of CO2 equivalent,536893.738
Australia,Greenhouse gases,2011,Tonnes of CO2 equivalent,538663.878
Australia,Greenhouse gases,2012,Tonnes of CO2 equivalent,541899.74
Australia,Greenhouse gases,2013,Tonnes of CO2 equivalent,532267.335
Australia,Greenhouse gases,2014,Tonnes of CO2 equivalent,526711.78
Australia,Greenhouse gases,2015,Tonnes of CO2 equivalent,534936.017
Australia,Greenhouse gases,2016,Tonnes of CO2 equivalent,543976.812
Australia,Greenhouse gases,2017,Tonnes of CO2 equivalent,550874.868
Australia,Greenhouse gases,2018,Tonnes of CO2 equivalent,552484.025
Australia,Greenhouse gases,2019,Tonnes of CO2 equivalent,546200.224
Australia,Greenhouse gases,2020,Tonnes of CO2 equivalent,527737.048
Australia,Greenhouse gases,1990,Index,100
Australia,Greenhouse gases,1991,Index,100.015
Australia,Greenhouse gases,1992,Index,100.904
Australia,Greenhouse gases,1993,Index,101.118
Australia,Greenhouse gases,1994,Index,101.227
Australia,Greenhouse gases,1995,Index,103.206
Australia,Greenhouse gases,1996,Index,104.751
Australia,Greenhouse gases,1997,Index,107.575
Australia,Greenhouse gases,1998,Index,110.93
Australia,Greenhouse gases,1999,Index,112.338
Australia,Greenhouse gases,2000,Index,115.014
Australia,Greenhouse gases,2001,Index,116.852
Australia,Greenhouse gases,2002,Index,117.71
Australia,Greenhouse gases,2003,Index,117.74
Australia,Greenhouse gases,2004,Index,121.8
Australia,Greenhouse gases,2005,Index,123.304
Australia,Greenhouse gases,2006,Index,124.345
Australia,Greenhouse gases,2007,Index,125.887
Australia,Greenhouse gases,2008,Index,126.541
Australia,Greenhouse gases,2009,Index,127.219
Australia,Greenhouse gases,2010,Index,126.143
Australia,Greenhouse gases,2011,Index,126.559
Australia,Greenhouse gases,2012,Index,127.319
Australia,Greenhouse gases,2013,Index,125.056
Australia,Greenhouse gases,2014,Index,123.75
Australia,Greenhouse gases,2015,Index,125.683
Australia,Greenhouse gases,2016,Index,127.807
Australia,Greenhouse gases,2017,Index,129.427
Australia,Greenhouse gases,2018,Index,129.806
Australia,Greenhouse gases,2019,Index,128.329
Australia,Greenhouse gases,2020,Index,123.991
Australia,Greenhouse gases,1990,Kilograms per capita,24.941
Australia,Greenhouse gases,1991,Kilograms per capita,24.629
Australia,Greenhouse gases,1992,Kilograms per capita,24.571
Australia,Greenhouse gases,1993,Kilograms per capita,24.405
Australia,Greenhouse gases,1994,Kilograms per capita,24.198
Australia,Greenhouse gases,1995,Kilograms per capita,24.397
Australia,Greenhouse gases,1996,Kilograms per capita,24.464
Australia,Greenhouse gases,1997,Kilograms per capita,24.853
Australia,Greenhouse gases,1998,Kilograms per capita,25.374
Australia,Greenhouse gases,1999,Kilograms per capita,25.416
Australia,Greenhouse gases,2000,Kilograms per capita,25.726
Australia,Greenhouse gases,2001,Kilograms per capita,25.803
Australia,Greenhouse gases,2002,Kilograms per capita,25.699
Australia,Greenhouse gases,2003,Kilograms per capita,25.411
Australia,Greenhouse gases,2004,Kilograms per capita,26.008
Australia,Greenhouse gases,2005,Kilograms per capita,26.011
Australia,Greenhouse gases,2006,Kilograms per capita,25.879
Australia,Greenhouse gases,2007,Kilograms per capita,25.726
Australia,Greenhouse gases,2008,Kilograms per capita,25.346
Australia,Greenhouse gases,2009,Kilograms per capita,24.962
Australia,Greenhouse gases,2010,Kilograms per capita,24.369
Australia,Greenhouse gases,2011,Kilograms per capita,24.112
Australia,Greenhouse gases,2012,Kilograms per capita,23.837
Australia,Greenhouse gases,2013,Kilograms per capita,23.014
Australia,Greenhouse gases,2014,Kilograms per capita,22.436
Australia,Greenhouse gases,2015,Kilograms per capita,22.461
Australia,Greenhouse gases,2016,Kilograms per capita,22.487
Australia,Greenhouse gases,2017,Kilograms per capita,22.392
Australia,Greenhouse gases,2018,Kilograms per capita,22.115
Australia,Greenhouse gases,2019,Kilograms per capita,21.533
Australia,Greenhouse gases,2020,Kilograms per capita,20.536
Australia,Carbon dioxide,1990,Tonnes of CO2 equivalent,278154.156
Australia,Carbon dioxide,1991,Tonnes of CO2 equivalent,279528.51
Australia,Carbon dioxide,1992,Tonnes of CO2 equivalent,284525.345
Australia,Carbon dioxide,1993,Tonnes of CO2 equivalent,288870.537
Australia,Carbon dioxide,1994,Tonnes of CO2 equivalent,293696.553
Australia,Carbon dioxide,1995,Tonnes of CO2 equivalent,305002.996
Australia,Carbon dioxide,1996,Tonnes of CO2 equivalent,311886.129
Australia,Carbon dioxide,1997,Tonnes of CO2 equivalent,320282.63
Australia,Carbon dioxide,1998,Tonnes of CO2 equivalent,334075.978
Australia,Carbon dioxide,1999,Tonnes of CO2 equivalent,343488.633
Australia,Carbon dioxide,2000,Tonnes of CO2 equivalent,349635.487
Australia,Carbon dioxide,2001,Tonnes of CO2 equivalent,357132.367
Australia,Carbon dioxide,2002,Tonnes of CO2 equivalent,361540.81
Australia,Carbon dioxide,2003,Tonnes of CO2 equivalent,369279.512
Australia,Carbon dioxide,2004,Tonnes of CO2 equivalent,382820.89
Australia,Carbon dioxide,2005,Tonnes of CO2 equivalent,386153.533
Australia,Carbon dioxide,2006,Tonnes of CO2 equivalent,392384.302
Australia,Carbon dioxide,2007,Tonnes of CO2 equivalent,399624.803
Australia,Carbon dioxide,2008,Tonnes of CO2 equivalent,404233.067
Australia,Carbon dioxide,2009,Tonnes of CO2 equivalent,407065.015
Australia,Carbon dioxide,2010,Tonnes of CO2 equivalent,405103.32
Australia,Carbon dioxide,2011,Tonnes of CO2 equivalent,403828.773
Australia,Carbon dioxide,2012,Tonnes of CO2 equivalent,406150.91
Australia,Carbon dioxide,2013,Tonnes of CO2 equivalent,397887.458
Australia,Carbon dioxide,2014,Tonnes of CO2 equivalent,393952.876
Australia,Carbon dioxide,2015,Tonnes of CO2 equivalent,401793.062
Australia,Carbon dioxide,2016,Tonnes of CO2 equivalent,411264.288
Australia,Carbon dioxide,2017,Tonnes of CO2 equivalent,414358.312
Australia,Carbon dioxide,2018,Tonnes of CO2 equivalent,416283.827
Australia,Carbon dioxide,2019,Tonnes of CO2 equivalent,416356.588
Australia,Carbon dioxide,2020,Tonnes of CO2 equivalent,399922.128
Australia,Methane,1990,Tonnes of CO2 equivalent,125133.249
Australia,Methane,1991,Tonnes of CO2 equivalent,124199.252
Australia,Methane,1992,Tonnes of CO2 equivalent,123239.844
Australia,Methane,1993,Tonnes of CO2 equivalent,120116.183
Australia,Methane,1994,Tonnes of CO2 equivalent,117269.417
Australia,Methane,1995,Tonnes of CO2 equivalent,115838.534
Australia,Methane,1996,Tonnes of CO2 equivalent,115157.293
Australia,Methane,1997,Tonnes of CO2 equivalent,118004.542
Australia,Methane,1998,Tonnes of CO2 equivalent,117834.999
Australia,Methane,1999,Tonnes of CO2 equivalent,114164.528
Australia,Methane,2000,Tonnes of CO2 equivalent,118052.176
Australia,Methane,2001,Tonnes of CO2 equivalent,117110.619
Australia,Methane,2002,Tonnes of CO2 equivalent,115485.969
Australia,Methane,2003,Tonnes of CO2 equivalent,108530.051
Australia,Methane,2004,Tonnes of CO2 equivalent,110016.933
Australia,Methane,2005,Tonnes of CO2 equivalent,112300.306
Australia,Methane,2006,Tonnes of CO2 equivalent,111294.128
Australia,Methane,2007,Tonnes of CO2 equivalent,111645.922
Australia,Methane,2008,Tonnes of CO2 equivalent,109033.21
Australia,Methane,2009,Tonnes of CO2 equivalent,107797.783
Australia,Methane,2010,Tonnes of CO2 equivalent,104768.449
Australia,Methane,2011,Tonnes of CO2 equivalent,106310.044
Australia,Methane,2012,Tonnes of CO2 equivalent,106641.053
Australia,Methane,2013,Tonnes of CO2 equivalent,106249.156
Australia,Methane,2014,Tonnes of CO2 equivalent,103494.595
Australia,Methane,2015,Tonnes of CO2 equivalent,103955.984
Australia,Methane,2016,Tonnes of CO2 equivalent,103078.58
Australia,Methane,2017,Tonnes of CO2 equivalent,105002.792
Australia,Methane,2018,Tonnes of CO2 equivalent,105796.248
Australia,Methane,2019,Tonnes of CO2 equivalent,99367.624
Australia,Methane,2020,Tonnes of CO2 equivalent,97303.626
Australia,Nitrous oxide,1990,Tonnes of CO2 equivalent,16084.645
Australia,Nitrous oxide,1991,Tonnes of CO2 equivalent,15683.914
Australia,Nitrous oxide,1992,Tonnes of CO2 equivalent,15513.318
Australia,Nitrous oxide,1993,Tonnes of CO2 equivalent,15972.742
Australia,Nitrous oxide,1994,Tonnes of CO2 equivalent,16394.37
Australia,Nitrous oxide,1995,Tonnes of CO2 equivalent,15562.643
Australia,Nitrous oxide,1996,Tonnes of CO2 equivalent,16826.27
Australia,Nitrous oxide,1997,Tonnes of CO2 equivalent,17617.69
Australia,Nitrous oxide,1998,Tonnes of CO2 equivalent,17673.208
Australia,Nitrous oxide,1999,Tonnes of CO2 equivalent,18148.092
Australia,Nitrous oxide,2000,Tonnes of CO2 equivalent,19088.84
Australia,Nitrous oxide,2001,Tonnes of CO2 equivalent,19403.205
Australia,Nitrous oxide,2002,Tonnes of CO2 equivalent,19909.199
Australia,Nitrous oxide,2003,Tonnes of CO2 equivalent,18758.96
Australia,Nitrous oxide,2004,Tonnes of CO2 equivalent,20441.003
Australia,Nitrous oxide,2005,Tonnes of CO2 equivalent,20511.081
Australia,Nitrous oxide,2006,Tonnes of CO2 equivalent,20417.383
Australia,Nitrous oxide,2007,Tonnes of CO2 equivalent,18821.081
Australia,Nitrous oxide,2008,Tonnes of CO2 equivalent,19147.733
Australia,Nitrous oxide,2009,Tonnes of CO2 equivalent,19661.263
Australia,Nitrous oxide,2010,Tonnes of CO2 equivalent,19537.872
Australia,Nitrous oxide,2011,Tonnes of CO2 equivalent,20287.683
Australia,Nitrous oxide,2012,Tonnes of CO2 equivalent,20490.296
Australia,Nitrous oxide,2013,Tonnes of CO2 equivalent,19263.636
Australia,Nitrous oxide,2014,Tonnes of CO2 equivalent,19673.139
Australia,Nitrous oxide,2015,Tonnes of CO2 equivalent,19054.832
Australia,Nitrous oxide,2016,Tonnes of CO2 equivalent,19042.913
Australia,Nitrous oxide,2017,Tonnes of CO2 equivalent,20719.44
Australia,Nitrous oxide,2018,Tonnes of CO2 equivalent,19578.735
Australia,Nitrous oxide,2019,Tonnes of CO2 equivalent,18750.698
Australia,Nitrous oxide,2020,Tonnes of CO2 equivalent,18585.689
Australia,Hydrofluorocarbons,1990,Tonnes of CO2 equivalent,1424.684
Australia,Hydrofluorocarbons,1991,Tonnes of CO2 equivalent,1424.684
Australia,Hydrofluorocarbons,1992,Tonnes of CO2 equivalent,1333.184
Australia,Hydrofluorocarbons,1993,Tonnes of CO2 equivalent,1829.872
Australia,Hydrofluorocarbons,1994,Tonnes of CO2 equivalent,1028.123
Australia,Hydrofluorocarbons,1995,Tonnes of CO2 equivalent,1018.655
Australia,Hydrofluorocarbons,1996,Tonnes of CO2 equivalent,278.04
Australia,Hydrofluorocarbons,1997,Tonnes of CO2 equivalent,464.725
Australia,Hydrofluorocarbons,1998,Tonnes of CO2 equivalent,660.921
Australia,Hydrofluorocarbons,1999,Tonnes of CO2 equivalent,985.275
Australia,Hydrofluorocarbons,2000,Tonnes of CO2 equivalent,1252.657
Australia,Hydrofluorocarbons,2001,Tonnes of CO2 equivalent,1685.157
Australia,Hydrofluorocarbons,2002,Tonnes of CO2 equivalent,2112.147
Australia,Hydrofluorocarbons,2003,Tonnes of CO2 equivalent,2647.354
Australia,Hydrofluorocarbons,2004,Tonnes of CO2 equivalent,3185.099
Australia,Hydrofluorocarbons,2005,Tonnes of CO2 equivalent,3859.009
Australia,Hydrofluorocarbons,2006,Tonnes of CO2 equivalent,4271.7
Australia,Hydrofluorocarbons,2007,Tonnes of CO2 equivalent,4957.942
Australia,Hydrofluorocarbons,2008,Tonnes of CO2 equivalent,5568.863
Australia,Hydrofluorocarbons,2009,Tonnes of CO2 equivalent,6446.187
Australia,Hydrofluorocarbons,2010,Tonnes of CO2 equivalent,7070.973
Australia,Hydrofluorocarbons,2011,Tonnes of CO2 equivalent,7817.918
Australia,Hydrofluorocarbons,2012,Tonnes of CO2 equivalent,8207.617
Australia,Hydrofluorocarbons,2013,Tonnes of CO2 equivalent,8566.913
Australia,Hydrofluorocarbons,2014,Tonnes of CO2 equivalent,9293.001
Australia,Hydrofluorocarbons,2015,Tonnes of CO2 equivalent,9844.642
Australia,Hydrofluorocarbons,2016,Tonnes of CO2 equivalent,10248.982
Australia,Hydrofluorocarbons,2017,Tonnes of CO2 equivalent,10476.342
Australia,Hydrofluorocarbons,2018,Tonnes of CO2 equivalent,10443.946
Australia,Hydrofluorocarbons,2019,Tonnes of CO2 equivalent,11285.31
Australia,Hydrofluorocarbons,2020,Tonnes of CO2 equivalent,11564.388
Australia,Perfluorocarbons,1990,Tonnes of CO2 equivalent,4607.013
Australia,Perfluorocarbons,1991,Tonnes of CO2 equivalent,4610.743
Australia,Perfluorocarbons,1992,Tonnes of CO2 equivalent,4603.283
Australia,Perfluorocarbons,1993,Tonnes of CO2 equivalent,3315.528
Australia,Perfluorocarbons,1994,Tonnes of CO2 equivalent,2164.429
Australia,Perfluorocarbons,1995,Tonnes of CO2 equivalent,1530.836
Australia,Perfluorocarbons,1996,Tonnes of CO2 equivalent,1410.395
Australia,Perfluorocarbons,1997,Tonnes of CO2 equivalent,1228.151
Australia,Perfluorocarbons,1998,Tonnes of CO2 equivalent,1660.519
Australia,Perfluorocarbons,1999,Tonnes of CO2 equivalent,1139.059
Australia,Perfluorocarbons,2000,Tonnes of CO2 equivalent,1287.062
Australia,Perfluorocarbons,2001,Tonnes of CO2 equivalent,1801.882
Australia,Perfluorocarbons,2002,Tonnes of CO2 equivalent,1727.623
Australia,Perfluorocarbons,2003,Tonnes of CO2 equivalent,1683.985
Australia,Perfluorocarbons,2004,Tonnes of CO2 equivalent,1713.849
Australia,Perfluorocarbons,2005,Tonnes of CO2 equivalent,1791.701
Australia,Perfluorocarbons,2006,Tonnes of CO2 equivalent,687.06
Australia,Perfluorocarbons,2007,Tonnes of CO2 equivalent,582.677
Australia,Perfluorocarbons,2008,Tonnes of CO2 equivalent,444.517
Australia,Perfluorocarbons,2009,Tonnes of CO2 equivalent,358.552
Australia,Perfluorocarbons,2010,Tonnes of CO2 equivalent,283.315
Australia,Perfluorocarbons,2011,Tonnes of CO2 equivalent,301.305
Australia,Perfluorocarbons,2012,Tonnes of CO2 equivalent,294.883
Australia,Perfluorocarbons,2013,Tonnes of CO2 equivalent,192.001
Australia,Perfluorocarbons,2014,Tonnes of CO2 equivalent,192.536
Australia,Perfluorocarbons,2015,Tonnes of CO2 equivalent,171.324
Australia,Perfluorocarbons,2016,Tonnes of CO2 equivalent,224.924
Australia,Perfluorocarbons,2017,Tonnes of CO2 equivalent,202.626
Australia,Perfluorocarbons,2018,Tonnes of CO2 equivalent,236.003
Australia,Perfluorocarbons,2019,Tonnes of CO2 equivalent,303.142
Australia,Perfluorocarbons,2020,Tonnes of CO2 equivalent,270.315
Australia,Sulphur hexafluoride,1990,Tonnes of CO2 equivalent,220.56
Australia,Sulphur hexafluoride,1991,Tonnes of CO2 equivalent,239.342
Australia,Sulphur hexafluoride,1992,Tonnes of CO2 equivalent,258.112
Australia,Sulphur hexafluoride,1993,Tonnes of CO2 equivalent,276.869
Australia,Sulphur hexafluoride,1994,Tonnes of CO2 equivalent,295.606
Australia,Sulphur hexafluoride,1995,Tonnes of CO2 equivalent,316.215
Australia,Sulphur hexafluoride,1996,Tonnes of CO2 equivalent,289.098
Australia,Sulphur hexafluoride,1997,Tonnes of CO2 equivalent,266.773
Australia,Sulphur hexafluoride,1998,Tonnes of CO2 equivalent,240.207
Australia,Sulphur hexafluoride,1999,Tonnes of CO2 equivalent,211.289
Australia,Sulphur hexafluoride,2000,Tonnes of CO2 equivalent,212.427
Australia,Sulphur hexafluoride,2001,Tonnes of CO2 equivalent,218.796
Australia,Sulphur hexafluoride,2002,Tonnes of CO2 equivalent,225.095
Australia,Sulphur hexafluoride,2003,Tonnes of CO2 equivalent,229.114
Australia,Sulphur hexafluoride,2004,Tonnes of CO2 equivalent,230.665
Australia,Sulphur hexafluoride,2005,Tonnes of CO2 equivalent,196.216
Australia,Sulphur hexafluoride,2006,Tonnes of CO2 equivalent,186.069
Australia,Sulphur hexafluoride,2007,Tonnes of CO2 equivalent,175.128
Australia,Sulphur hexafluoride,2008,Tonnes of CO2 equivalent,163.325
Australia,Sulphur hexafluoride,2009,Tonnes of CO2 equivalent,146.993
Australia,Sulphur hexafluoride,2010,Tonnes of CO2 equivalent,129.809
Australia,Sulphur hexafluoride,2011,Tonnes of CO2 equivalent,118.155
Australia,Sulphur hexafluoride,2012,Tonnes of CO2 equivalent,114.981
Australia,Sulphur hexafluoride,2013,Tonnes of CO2 equivalent,108.17
Australia,Sulphur hexafluoride,2014,Tonnes of CO2 equivalent,105.633
Australia,Sulphur hexafluoride,2015,Tonnes of CO2 equivalent,116.172
Australia,Sulphur hexafluoride,2016,Tonnes of CO2 equivalent,117.125
Australia,Sulphur hexafluoride,2017,Tonnes of CO2 equivalent,115.357
Australia,Sulphur hexafluoride,2018,Tonnes of CO2 equivalent,145.265
Australia,Sulphur hexafluoride,2019,Tonnes of CO2 equivalent,136.862
Australia,Sulphur hexafluoride,2020,Tonnes of CO2 equivalent,90.902
Austria,Greenhouse gases,1990,Tonnes of CO2 equivalent,78423.221
Austria,Greenhouse gases,1991,Tonnes of CO2 equivalent,82095.386
Austria,Greenhouse gases,1992,Tonnes of CO2 equivalent,75464.122
Austria,Greenhouse gases,1993,Tonnes of CO2 equivalent,75806.346
Austria,Greenhouse gases,1994,Tonnes of CO2 equivalent,76039.472
Austria,Greenhouse gases,1995,Tonnes of CO2 equivalent,79283.43
Austria,Greenhouse gases,1996,Tonnes of CO2 equivalent,82482.782
Austria,Greenhouse gases,1997,Tonnes of CO2 equivalent,82134.093
Austria,Greenhouse gases,1998,Tonnes of CO2 equivalent,81452.381
Austria,Greenhouse gases,1999,Tonnes of CO2 equivalent,79922.245
Austria,Greenhouse gases,2000,Tonnes of CO2 equivalent,80085.028
Austria,Greenhouse gases,2001,Tonnes of CO2 equivalent,83989.24
Austria,Greenhouse gases,2002,Tonnes of CO2 equivalent,85747.074
Austria,Greenhouse gases,2003,Tonnes of CO2 equivalent,91209.62
Austria,Greenhouse gases,2004,Tonnes of CO2 equivalent,90856.236
Austria,Greenhouse gases,2005,Tonnes of CO2 equivalent,92029.497
Austria,Greenhouse gases,2006,Tonnes of CO2 equivalent,89606.98
Austria,Greenhouse gases,2007,Tonnes of CO2 equivalent,86841.362
Austria,Greenhouse gases,2008,Tonnes of CO2 equivalent,86259.02
Austria,Greenhouse gases,2009,Tonnes of CO2 equivalent,79584.522
Austria,Greenhouse gases,2010,Tonnes of CO2 equivalent,84150.225
Austria,Greenhouse gases,2011,Tonnes of CO2 equivalent,82007.46
Austria,Greenhouse gases,2012,Tonnes of CO2 equivalent,79309.941
Austria,Greenhouse gases,2013,Tonnes of CO2 equivalent,79772.019
Austria,Greenhouse gases,2014,Tonnes of CO2 equivalent,76235.152
Austria,Greenhouse gases,2015,Tonnes of CO2 equivalent,78486.743
Austria,Greenhouse gases,2016,Tonnes of CO2 equivalent,79468.297
Austria,Greenhouse gases,2017,Tonnes of CO2 equivalent,81792.156
Austria,Greenhouse gases,2018,Tonnes of CO2 equivalent,78558.027
Austria,Greenhouse gases,2019,Tonnes of CO2 equivalent,79740.738
Austria,Greenhouse gases,2020,Tonnes of CO2 equivalent,73592.017
Austria,Greenhouse gases,1990,Index,100
Austria,Greenhouse gases,1991,Index,104.682
Austria,Greenhouse gases,1992,Index,96.227
Austria,Greenhouse gases,1993,Index,96.663
Austria,Greenhouse gases,1994,Index,96.96
Austria,Greenhouse gases,1995,Index,101.097
Austria,Greenhouse gases,1996,Index,105.176
Austria,Greenhouse gases,1997,Index,104.732
Austria,Greenhouse gases,1998,Index,103.863
Austria,Greenhouse gases,1999,Index,101.911
Austria,Greenhouse gases,2000,Index,102.119
Austria,Greenhouse gases,2001,Index,107.097
Austria,Greenhouse gases,2002,Index,109.339
Austria,Greenhouse gases,2003,Index,116.304
Austria,Greenhouse gases,2004,Index,115.854
Austria,Greenhouse gases,2005,Index,117.35
Austria,Greenhouse gases,2006,Index,114.261
Austria,Greenhouse gases,2007,Index,110.734
Austria,Greenhouse gases,2008,Index,109.992
Austria,Greenhouse gases,2009,Index,101.481
Austria,Greenhouse gases,2010,Index,107.303
Austria,Greenhouse gases,2011,Index,104.57
Austria,Greenhouse gases,2012,Index,101.131
Austria,Greenhouse gases,2013,Index,101.72
Austria,Greenhouse gases,2014,Index,97.21
Austria,Greenhouse gases,2015,Index,100.081
Austria,Greenhouse gases,2016,Index,101.333
Austria,Greenhouse gases,2017,Index,104.296
Austria,Greenhouse gases,2018,Index,100.172
Austria,Greenhouse gases,2019,Index,101.68
Austria,Greenhouse gases,2020,Index,93.84
Austria,Greenhouse gases,1990,Kilograms per capita,10.214
Austria,Greenhouse gases,1991,Kilograms per capita,10.586
Austria,Greenhouse gases,1992,Kilograms per capita,9.625
Austria,Greenhouse gases,1993,Kilograms per capita,9.589
Austria,Greenhouse gases,1994,Kilograms per capita,9.581
Austria,Greenhouse gases,1995,Kilograms per capita,9.975
Austria,Greenhouse gases,1996,Kilograms per capita,10.363
Austria,Greenhouse gases,1997,Kilograms per capita,10.308
Austria,Greenhouse gases,1998,Kilograms per capita,10.211
Austria,Greenhouse gases,1999,Kilograms per capita,10
Austria,Greenhouse gases,2000,Kilograms per capita,9.996
Austria,Greenhouse gases,2001,Kilograms per capita,10.443
Austria,Greenhouse gases,2002,Kilograms per capita,10.609
Austria,Greenhouse gases,2003,Kilograms per capita,11.235
Austria,Greenhouse gases,2004,Kilograms per capita,11.121
Austria,Greenhouse gases,2005,Kilograms per capita,11.189
Austria,Greenhouse gases,2006,Kilograms per capita,10.838
Austria,Greenhouse gases,2007,Kilograms per capita,10.469
Austria,Greenhouse gases,2008,Kilograms per capita,10.366
Austria,Greenhouse gases,2009,Kilograms per capita,9.541
Austria,Greenhouse gases,2010,Kilograms per capita,10.065
Austria,Greenhouse gases,2011,Kilograms per capita,9.776
Austria,Greenhouse gases,2012,Kilograms per capita,9.412
Austria,Greenhouse gases,2013,Kilograms per capita,9.41
Austria,Greenhouse gases,2014,Kilograms per capita,8.923
Austria,Greenhouse gases,2015,Kilograms per capita,9.095
Austria,Greenhouse gases,2016,Kilograms per capita,9.093
Austria,Greenhouse gases,2017,Kilograms per capita,9.3
Austria,Greenhouse gases,2018,Kilograms per capita,8.889
Austria,Greenhouse gases,2019,Kilograms per capita,8.982
Austria,Greenhouse gases,2020,Kilograms per capita,8.253
Austria,Carbon dioxide,1990,Tonnes of CO2 equivalent,62145.248
Austria,Carbon dioxide,1991,Tonnes of CO2 equivalent,65743.938
Austria,Carbon dioxide,1992,Tonnes of CO2 equivalent,60243.908
Austria,Carbon dioxide,1993,Tonnes of CO2 equivalent,60670.57
Austria,Carbon dioxide,1994,Tonnes of CO2 equivalent,61045.756
Austria,Carbon dioxide,1995,Tonnes of CO2 equivalent,64023.072
Austria,Carbon dioxide,1996,Tonnes of CO2 equivalent,67367.013
Austria,Carbon dioxide,1997,Tonnes of CO2 equivalent,67263.597
Austria,Carbon dioxide,1998,Tonnes of CO2 equivalent,66898.315
Austria,Carbon dioxide,1999,Tonnes of CO2 equivalent,65651.039
Austria,Carbon dioxide,2000,Tonnes of CO2 equivalent,66149.78
Austria,Carbon dioxide,2001,Tonnes of CO2 equivalent,70149.508
Austria,Carbon dioxide,2002,Tonnes of CO2 equivalent,71953.612
Austria,Carbon dioxide,2003,Tonnes of CO2 equivalent,77460.983
Austria,Carbon dioxide,2004,Tonnes of CO2 equivalent,77678.295
Austria,Carbon dioxide,2005,Tonnes of CO2 equivalent,79078.106
Austria,Carbon dioxide,2006,Tonnes of CO2 equivalent,76806.465
Austria,Carbon dioxide,2007,Tonnes of CO2 equivalent,74106.78
Austria,Carbon dioxide,2008,Tonnes of CO2 equivalent,73481.909
Austria,Carbon dioxide,2009,Tonnes of CO2 equivalent,67298.655
Austria,Carbon dioxide,2010,Tonnes of CO2 equivalent,72006.411
Austria,Carbon dioxide,2011,Tonnes of CO2 equivalent,69893.113
Austria,Carbon dioxide,2012,Tonnes of CO2 equivalent,67265.91
Austria,Carbon dioxide,2013,Tonnes of CO2 equivalent,67759.445
Austria,Carbon dioxide,2014,Tonnes of CO2 equivalent,64160
Austria,Carbon dioxide,2015,Tonnes of CO2 equivalent,66348.823
Austria,Carbon dioxide,2016,Tonnes of CO2 equivalent,67210.743
Austria,Carbon dioxide,2017,Tonnes of CO2 equivalent,69592.825
Austria,Carbon dioxide,2018,Tonnes of CO2 equivalent,66557.18
Austria,Carbon dioxide,2019,Tonnes of CO2 equivalent,67936.185
Austria,Carbon dioxide,2020,Tonnes of CO2 equivalent,62037.447
Austria,Methane,1990,Tonnes of CO2 equivalent,10110.683
Austria,Methane,1991,Tonnes of CO2 equivalent,9999.218
Austria,Methane,1992,Tonnes of CO2 equivalent,9724.879
Austria,Methane,1993,Tonnes of CO2 equivalent,9763.059
Austria,Methane,1994,Tonnes of CO2 equivalent,9466.263
Austria,Methane,1995,Tonnes of CO2 equivalent,9382.092
Austria,Methane,1996,Tonnes of CO2 equivalent,9075.427
Austria,Methane,1997,Tonnes of CO2 equivalent,8780.316
Austria,Methane,1998,Tonnes of CO2 equivalent,8612.597
Austria,Methane,1999,Tonnes of CO2 equivalent,8436.131
Austria,Methane,2000,Tonnes of CO2 equivalent,8224.685
Austria,Methane,2001,Tonnes of CO2 equivalent,8055.083
Austria,Methane,2002,Tonnes of CO2 equivalent,7919.361
Austria,Methane,2003,Tonnes of CO2 equivalent,7852.315
Austria,Methane,2004,Tonnes of CO2 equivalent,7847.126
Austria,Methane,2005,Tonnes of CO2 equivalent,7612.585
Austria,Methane,2006,Tonnes of CO2 equivalent,7492.245
Austria,Methane,2007,Tonnes of CO2 equivalent,7372.406
Austria,Methane,2008,Tonnes of CO2 equivalent,7228.032
Austria,Methane,2009,Tonnes of CO2 equivalent,7116.448
Austria,Methane,2010,Tonnes of CO2 equivalent,7007.823
Austria,Methane,2011,Tonnes of CO2 equivalent,6800.731
